,id,smoker_pred,smoker_prob
12233,171489,1,0.87660253
12234,171490,0,0.25602368
12235,171491,0,0.08758742
12236,171492,0,0.0026694834
12237,171493,1,0.7069288
12238,171494,0,0.49224165
12239,171495,0,0.117481634
12240,171496,1,0.8169167
12241,171497,1,0.8747942
12242,171498,1,0.73963696
12243,171499,1,0.7759095
12244,171500,1,0.9042342
12245,171501,1,0.7387082
12246,171502,0,0.005027488
12247,171503,0,0.004973845
12248,171504,1,0.59256846
12249,171505,0,0.0850522
12250,171506,1,0.7760775
12251,171507,0,0.121299565
12252,171508,0,0.027837183
12253,171509,1,0.80864674
12254,171510,1,0.89651966
12255,171511,1,0.58661896
12256,171512,1,0.5302471
12257,171513,1,0.5728817
12258,171514,1,0.9077939
12259,171515,1,0.67696464
12260,171516,1,0.7852031
12261,171517,0,0.2468117
12262,171518,0,0.45445856
12263,171519,0,0.017305132
12264,171520,0,0.48794183
12265,171521,0,0.4756229
12266,171522,1,0.7681893
12267,171523,0,0.3149007
12268,171524,1,0.5182627
12269,171525,1,0.8513378
12270,171526,0,0.009984296
12271,171527,1,0.8094675
12272,171528,0,0.22933279
12273,171529,1,0.61847496
12274,171530,0,0.018811556
12275,171531,1,0.8290575
12276,171532,1,0.6430244
12277,171533,0,0.4420182
12278,171534,0,0.0644892
12279,171535,0,0.4464102
12280,171536,1,0.8170492
12281,171537,0,0.008912255
12282,171538,0,0.44165772
12283,171539,1,0.6651176
12284,171540,1,0.6621183
12285,171541,0,0.13466117
12286,171542,0,0.021845361
12287,171543,1,0.7250237
12288,171544,0,0.008007132
12289,171545,1,0.70285916
12290,171546,0,0.0070841657
12291,171547,0,0.14599282
12292,171548,0,0.0022271625
12293,171549,1,0.52817565
12294,171550,1,0.69675577
12295,171551,1,0.79518586
12296,171552,1,0.88634056
12297,171553,0,0.09618745
12298,171554,1,0.71490824
12299,171555,0,0.18883666
12300,171556,1,0.60355383
12301,171557,1,0.69116575
12302,171558,0,0.017391808
12303,171559,0,0.13099252
12304,171560,0,0.0023367787
12305,171561,0,0.013635983
12306,171562,0,0.02161877
12307,171563,0,0.00977136
12308,171564,0,0.011722466
12309,171565,0,0.30343392
12310,171566,0,0.118243985
12311,171567,1,0.76512706
12312,171568,0,0.19300902
12313,171569,1,0.9028275
12314,171570,0,0.23128977
12315,171571,0,0.307212
12316,171572,1,0.7929118
12317,171573,1,0.58697456
12318,171574,1,0.71738565
12319,171575,1,0.70446676
12320,171576,1,0.70090806
12321,171577,1,0.80954444
12322,171578,1,0.6333132
12323,171579,0,0.44794396
12324,171580,1,0.753655
12325,171581,0,0.017758694
12326,171582,1,0.63488424
12327,171583,0,0.22404914
12328,171584,1,0.7481906
12329,171585,0,0.035512734
12330,171586,0,0.37182623
12331,171587,1,0.8468392
12332,171588,0,0.2722962
12333,171589,0,0.021499459
12334,171590,0,0.038126864
12335,171591,1,0.6115806
12336,171592,0,0.028934948
12337,171593,0,0.45795918
12338,171594,0,0.016753577
12339,171595,1,0.63943547
12340,171596,0,0.029435363
12341,171597,0,0.03640071
12342,171598,0,0.026907748
12343,171599,0,0.06592728
12344,171600,0,0.280221
12345,171601,0,0.03360864
12346,171602,0,0.074515715
12347,171603,0,0.46296772
12348,171604,0,0.036590226
12349,171605,0,0.011680347
12350,171606,1,0.6029135
12351,171607,1,0.9018373
12352,171608,0,0.038476195
12353,171609,1,0.59084916
12354,171610,0,0.056151956
12355,171611,0,0.008245532
12356,171612,1,0.54798704
12357,171613,1,0.7689906
12358,171614,1,0.5425727
12359,171615,1,0.74674124
12360,171616,0,0.03399283
12361,171617,1,0.58356524
12362,171618,1,0.7134131
12363,171619,0,0.43770537
12364,171620,0,0.0014322863
12365,171621,0,0.051223923
12366,171622,1,0.5221498
12367,171623,0,0.46786228
12368,171624,0,0.09454418
12369,171625,1,0.5770983
12370,171626,1,0.76148736
12371,171627,1,0.5136955
12372,171628,1,0.74933475
12373,171629,1,0.6217097
12374,171630,1,0.70432687
12375,171631,1,0.84645975
12376,171632,0,0.120965555
12377,171633,0,0.049666163
12378,171634,0,0.026754651
12379,171635,0,0.021377066
12380,171636,1,0.5570011
12381,171637,0,0.08043269
12382,171638,0,0.12710187
12383,171639,0,0.08770086
12384,171640,0,0.037593413
12385,171641,1,0.67985594
12386,171642,0,0.17164166
12387,171643,1,0.8640029
12388,171644,0,0.3142883
12389,171645,1,0.5102984
12390,171646,0,0.46206498
12391,171647,1,0.67976975
12392,171648,0,0.34936517
12393,171649,0,0.310692
12394,171650,0,0.0689349
12395,171651,1,0.78253615
12396,171652,0,0.24095029
12397,171653,0,0.48722556
12398,171654,1,0.57440853
12399,171655,0,0.14101261
12400,171656,0,0.012118439
12401,171657,1,0.56194043
12402,171658,1,0.672145
12403,171659,0,0.36384496
12404,171660,0,0.26230654
12405,171661,1,0.79403853
12406,171662,0,0.42002285
12407,171663,1,0.55856407
12408,171664,0,0.014020938
12409,171665,1,0.6762436
12410,171666,0,0.4118013
12411,171667,0,0.41749677
12412,171668,0,0.015334704
12413,171669,0,0.47733134
12414,171670,1,0.72488904
12415,171671,1,0.71273553
12416,171672,0,0.026885444
12417,171673,0,0.018486865
12418,171674,0,0.009487671
12419,171675,1,0.80925614
12420,171676,1,0.74268293
12421,171677,0,0.48479947
12422,171678,1,0.8265634
12423,171679,1,0.6107243
12424,171680,1,0.8704009
12425,171681,0,0.292593
12426,171682,0,0.022564063
12427,171683,1,0.72295207
12428,171684,1,0.8063771
12429,171685,1,0.81135464
12430,171686,1,0.71697617
12431,171687,1,0.55968267
12432,171688,1,0.8180429
12433,171689,0,0.041185074
12434,171690,1,0.7214186
12435,171691,0,0.0050829924
12436,171692,1,0.69211406
12437,171693,0,0.26099637
12438,171694,1,0.5696748
12439,171695,0,0.40455827
12440,171696,0,0.3052748
12441,171697,0,0.04859154
12442,171698,0,0.4405842
12443,171699,0,0.47183797
12444,171700,1,0.7661424
12445,171701,0,0.023856826
12446,171702,1,0.65759677
12447,171703,0,0.18163925
12448,171704,0,0.011777216
12449,171705,0,0.03285704
12450,171706,0,0.36320218
12451,171707,1,0.54603785
12452,171708,0,0.17464091
12453,171709,0,0.019270625
12454,171710,1,0.7788584
12455,171711,0,0.39775616
12456,171712,1,0.8709269
12457,171713,0,0.3457206
12458,171714,1,0.7066628
12459,171715,1,0.6595049
12460,171716,0,0.49889097
12461,171717,1,0.78474337
12462,171718,0,0.25352472
12463,171719,1,0.7849009
12464,171720,0,0.29417753
12465,171721,1,0.7532895
12466,171722,0,0.015901115
12467,171723,0,0.036427226
12468,171724,1,0.5089513
12469,171725,0,0.06297294
12470,171726,1,0.7883392
12471,171727,1,0.8850886
12472,171728,1,0.91936356
12473,171729,1,0.9369456
12474,171730,1,0.7734109
12475,171731,1,0.71661884
12476,171732,0,0.09160887
12477,171733,0,0.056674834
12478,171734,1,0.54238236
12479,171735,0,0.31862316
12480,171736,1,0.83344936
12481,171737,1,0.6196347
12482,171738,0,0.29442424
12483,171739,1,0.9238986
12484,171740,0,0.29223886
12485,171741,1,0.6388813
12486,171742,1,0.7290194
12487,171743,1,0.8449187
12488,171744,1,0.5726136
12489,171745,0,0.0083348565
12490,171746,0,0.17017737
12491,171747,1,0.91931796
12492,171748,1,0.8289635
12493,171749,0,0.36285666
12494,171750,0,0.478297
12495,171751,1,0.6252155
12496,171752,0,0.005332873
12497,171753,0,0.41998315
12498,171754,1,0.6875935
12499,171755,1,0.71201336
12500,171756,1,0.76300794
12501,171757,1,0.54764104
12502,171758,1,0.7272011
12503,171759,1,0.6089068
12504,171760,1,0.8199379
12505,171761,0,0.20831911
12506,171762,1,0.54408604
12507,171763,0,0.3706606
12508,171764,0,0.004688258
12509,171765,0,0.22771576
12510,171766,1,0.85042703
12511,171767,1,0.66855365
12512,171768,0,0.006639455
12513,171769,0,0.04577671
12514,171770,0,0.031393085
12515,171771,0,0.02117893
12516,171772,1,0.74043274
12517,171773,0,0.32328418
12518,171774,1,0.72899
12519,171775,1,0.70375633
12520,171776,0,0.06820103
12521,171777,0,0.4479571
12522,171778,1,0.617893
12523,171779,0,0.30527467
12524,171780,0,0.032214116
12525,171781,1,0.8010966
12526,171782,1,0.57612133
12527,171783,1,0.75924855
12528,171784,0,0.02193091
12529,171785,1,0.51159984
12530,171786,0,0.017353697
12531,171787,1,0.67332363
12532,171788,0,0.055482816
12533,171789,0,0.45567283
12534,171790,0,0.30942583
12535,171791,0,0.21550047
12536,171792,0,0.06477612
12537,171793,1,0.52560806
12538,171794,0,0.040416706
12539,171795,0,0.26910213
12540,171796,0,0.044677373
12541,171797,0,0.39098486
12542,171798,0,0.38212764
12543,171799,0,0.29365125
12544,171800,1,0.69660836
12545,171801,0,0.053010326
12546,171802,0,0.05068522
12547,171803,0,0.097482234
12548,171804,0,0.08263674
12549,171805,0,0.006987134
12550,171806,1,0.77992743
12551,171807,1,0.6977938
12552,171808,0,0.03358593
12553,171809,0,0.17038302
12554,171810,1,0.64723307
12555,171811,1,0.69584095
12556,171812,1,0.70079106
12557,171813,1,0.69397205
12558,171814,1,0.60614717
12559,171815,1,0.6162033
12560,171816,0,0.18797165
12561,171817,0,0.31724876
12562,171818,1,0.78120464
12563,171819,1,0.8355622
12564,171820,1,0.813196
12565,171821,1,0.5871568
12566,171822,1,0.76519275
12567,171823,0,0.0025252807
12568,171824,0,0.040254172
12569,171825,1,0.77873355
12570,171826,0,0.0058852327
12571,171827,1,0.63268477
12572,171828,0,0.0070850574
12573,171829,1,0.57462776
12574,171830,0,0.26669887
12575,171831,0,0.038264286
12576,171832,0,0.30949157
12577,171833,0,0.43600196
12578,171834,0,0.34736562
12579,171835,0,0.28001
12580,171836,1,0.6231866
12581,171837,0,0.030616608
12582,171838,1,0.76994306
12583,171839,1,0.8453815
12584,171840,0,0.48364314
12585,171841,1,0.52478063
12586,171842,0,0.07607451
12587,171843,0,0.18198851
12588,171844,0,0.23262294
12589,171845,1,0.75957245
12590,171846,1,0.628082
12591,171847,1,0.7117466
12592,171848,1,0.70756316
12593,171849,1,0.57293826
12594,171850,0,0.33022666
12595,171851,1,0.89796376
12596,171852,0,0.23158315
12597,171853,1,0.94174623
12598,171854,1,0.96301705
12599,171855,1,0.5929468
12600,171856,0,0.43219334
12601,171857,0,0.012114303
12602,171858,1,0.93166083
12603,171859,0,0.0037543774
12604,171860,1,0.6378622
12605,171861,1,0.62036544
12606,171862,1,0.72986364
12607,171863,0,0.03319421
12608,171864,0,0.37940043
12609,171865,1,0.8472671
12610,171866,1,0.6891006
12611,171867,1,0.59332097
12612,171868,0,0.15609038
12613,171869,1,0.53491104
12614,171870,1,0.7026198
12615,171871,1,0.9056923
12616,171872,1,0.5034727
12617,171873,1,0.6234735
12618,171874,1,0.5661294
12619,171875,0,0.001783381
12620,171876,1,0.56337714
12621,171877,0,0.022322197
12622,171878,0,0.001193601
12623,171879,1,0.6842169
12624,171880,1,0.9535206
12625,171881,1,0.893845
12626,171882,0,0.0026953006
12627,171883,1,0.7739378
12628,171884,1,0.71576196
12629,171885,1,0.75850505
12630,171886,0,0.38036263
12631,171887,1,0.80287945
12632,171888,0,0.08692735
12633,171889,1,0.8586973
12634,171890,0,0.45742464
12635,171891,1,0.619009
12636,171892,1,0.64553314
12637,171893,1,0.8295738
12638,171894,0,0.020640677
12639,171895,0,0.0064887125
12640,171896,1,0.8083366
12641,171897,1,0.78211206
12642,171898,1,0.5588676
12643,171899,1,0.91007024
12644,171900,1,0.82418674
12645,171901,1,0.569054
12646,171902,0,0.15320392
12647,171903,1,0.7852641
12648,171904,0,0.41993734
12649,171905,1,0.8682693
12650,171906,1,0.67289793
12651,171907,0,0.05612396
12652,171908,0,0.16177948
12653,171909,1,0.78175443
12654,171910,0,0.33906698
12655,171911,1,0.70840204
12656,171912,1,0.7110086
12657,171913,1,0.781264
12658,171914,1,0.8777041
12659,171915,0,0.21966195
12660,171916,0,0.4102228
12661,171917,1,0.6500399
12662,171918,1,0.92407924
12663,171919,1,0.8808454
12664,171920,1,0.5521806
12665,171921,1,0.8008736
12666,171922,1,0.8367359
12667,171923,1,0.7680931
12668,171924,0,0.019499132
12669,171925,1,0.58797514
12670,171926,1,0.5204492
12671,171927,1,0.51977926
12672,171928,0,0.36556146
12673,171929,0,0.00784605
12674,171930,0,0.024971861
12675,171931,1,0.6115131
12676,171932,1,0.84568596
12677,171933,0,0.018051067
12678,171934,1,0.5672242
12679,171935,1,0.6690117
12680,171936,0,0.013670563
12681,171937,0,0.15982693
12682,171938,0,0.34050202
12683,171939,1,0.7407904
12684,171940,1,0.8670759
12685,171941,1,0.7898672
12686,171942,0,0.051538303
12687,171943,0,0.22545275
12688,171944,0,0.003582833
12689,171945,1,0.74489737
12690,171946,1,0.81861556
12691,171947,1,0.86011034
12692,171948,0,0.00163679
12693,171949,0,0.2568802
12694,171950,0,0.02848474
12695,171951,1,0.8448213
12696,171952,1,0.7625774
12697,171953,0,0.16606387
12698,171954,0,0.07503235
12699,171955,0,0.051472593
12700,171956,0,0.004567332
12701,171957,0,0.005774489
12702,171958,0,0.11717822
12703,171959,0,0.4233864
12704,171960,0,0.08168497
12705,171961,1,0.7600844
12706,171962,1,0.68424016
12707,171963,1,0.57492256
12708,171964,0,0.09135645
12709,171965,1,0.5418278
12710,171966,0,0.079260275
12711,171967,0,0.026845427
12712,171968,1,0.7196802
12713,171969,1,0.815893
12714,171970,0,0.45204017
12715,171971,0,0.066817045
12716,171972,1,0.8811803
12717,171973,0,0.07469675
12718,171974,1,0.69266945
12719,171975,1,0.79506207
12720,171976,0,0.41025764
12721,171977,1,0.6650148
12722,171978,0,0.07830572
12723,171979,0,0.46046937
12724,171980,1,0.86646813
12725,171981,0,0.045007475
12726,171982,1,0.83742315
12727,171983,1,0.7829537
12728,171984,1,0.5898813
12729,171985,0,0.49427718
12730,171986,1,0.5047202
12731,171987,1,0.85345113
12732,171988,1,0.7160517
12733,171989,1,0.64059305
12734,171990,1,0.6802325
12735,171991,1,0.83872026
12736,171992,1,0.6311892
12737,171993,0,0.052878086
12738,171994,1,0.5313796
12739,171995,1,0.5193691
12740,171996,1,0.72493577
12741,171997,0,0.4840763
12742,171998,0,0.010941507
12743,171999,0,0.018100925
12744,172000,0,0.019824956
12745,172001,1,0.80767304
12746,172002,1,0.72941
12747,172003,0,0.49619752
12748,172004,1,0.76544017
12749,172005,1,0.70382035
12750,172006,0,0.015047527
12751,172007,1,0.53154474
12752,172008,1,0.69098365
12753,172009,1,0.51685995
12754,172010,0,0.28931582
12755,172011,1,0.54881465
12756,172012,0,0.052038457
12757,172013,1,0.58167213
12758,172014,0,0.013206575
12759,172015,0,0.021415615
12760,172016,1,0.68718535
12761,172017,0,0.3792373
12762,172018,1,0.6247782
12763,172019,1,0.83962035
12764,172020,0,0.14430349
12765,172021,1,0.518851
12766,172022,0,0.30962536
12767,172023,0,0.006534964
12768,172024,0,0.02733069
12769,172025,1,0.77957433
12770,172026,0,0.06452206
12771,172027,0,0.0025769288
12772,172028,1,0.88833886
12773,172029,1,0.647259
12774,172030,0,0.32539046
12775,172031,0,0.3655083
12776,172032,1,0.76134914
12777,172033,0,0.18103018
12778,172034,0,0.006656128
12779,172035,1,0.5775849
12780,172036,0,0.4661462
12781,172037,1,0.8153974
12782,172038,0,0.45154256
12783,172039,1,0.92543507
12784,172040,1,0.60625494
12785,172041,0,0.053444225
12786,172042,1,0.50298077
12787,172043,1,0.59897345
12788,172044,0,0.13802391
12789,172045,0,0.07673422
12790,172046,0,0.030969346
12791,172047,1,0.87148863
12792,172048,1,0.6298708
12793,172049,1,0.83202094
12794,172050,0,0.08674382
12795,172051,1,0.7202407
12796,172052,1,0.5384002
12797,172053,0,0.44350088
12798,172054,1,0.5538229
12799,172055,0,0.06490154
12800,172056,0,0.046667457
12801,172057,1,0.7714593
12802,172058,1,0.79885805
12803,172059,0,0.0042075426
12804,172060,0,0.33982465
12805,172061,1,0.80641586
12806,172062,1,0.81764024
12807,172063,1,0.5577608
12808,172064,1,0.8514889
12809,172065,1,0.6664337
12810,172066,0,0.04573016
12811,172067,0,0.01040445
12812,172068,1,0.59283334
12813,172069,0,0.007590416
12814,172070,1,0.72972906
12815,172071,0,0.02126527
12816,172072,1,0.71979636
12817,172073,0,0.014820623
12818,172074,1,0.70430493
12819,172075,1,0.7276715
12820,172076,0,0.0023557632
12821,172077,1,0.77268547
12822,172078,1,0.75269145
12823,172079,0,0.013476229
12824,172080,1,0.5956204
12825,172081,0,0.47717196
12826,172082,1,0.739698
12827,172083,1,0.57749915
12828,172084,0,0.013477745
12829,172085,0,0.121716626
12830,172086,1,0.795314
12831,172087,0,0.31624666
12832,172088,1,0.70142794
12833,172089,1,0.7056084
12834,172090,0,0.012588676
12835,172091,1,0.5334169
12836,172092,0,0.4308077
12837,172093,0,0.054328427
12838,172094,1,0.7472344
12839,172095,1,0.83446443
12840,172096,0,0.034974977
12841,172097,1,0.71664476
12842,172098,0,0.49169728
12843,172099,0,0.22307053
12844,172100,1,0.51388747
12845,172101,0,0.0033896528
12846,172102,1,0.69569415
12847,172103,1,0.80894315
12848,172104,0,0.03454957
12849,172105,0,0.0077316957
12850,172106,1,0.588945
12851,172107,0,0.09638791
12852,172108,0,0.107030645
12853,172109,1,0.5372482
12854,172110,0,0.057394244
12855,172111,0,0.012679722
12856,172112,1,0.69773215
12857,172113,1,0.52436703
12858,172114,1,0.5186687
12859,172115,1,0.80036527
12860,172116,1,0.84950083
12861,172117,0,0.029094609
12862,172118,1,0.70532185
12863,172119,0,0.4252898
12864,172120,0,0.007931921
12865,172121,0,0.06872125
12866,172122,0,0.062100627
12867,172123,0,0.36442423
12868,172124,0,0.42397827
12869,172125,0,0.015047895
12870,172126,1,0.7678163
12871,172127,0,0.015907766
12872,172128,1,0.8423919
12873,172129,0,0.4397924
12874,172130,0,0.46537656
12875,172131,0,0.3596673
12876,172132,0,0.23733655
12877,172133,1,0.5403853
12878,172134,0,0.01578114
12879,172135,0,0.3380261
12880,172136,0,0.047871985
12881,172137,1,0.8406487
12882,172138,1,0.58721036
12883,172139,1,0.5924451
12884,172140,0,0.1021302
12885,172141,1,0.8275514
12886,172142,0,0.010544265
12887,172143,1,0.6993124
12888,172144,1,0.5654127
12889,172145,1,0.77654177
12890,172146,0,0.042609625
12891,172147,0,0.3973913
12892,172148,1,0.83959585
12893,172149,1,0.5795548
12894,172150,0,0.13666081
12895,172151,0,0.3669431
12896,172152,0,0.10728064
12897,172153,1,0.8195117
12898,172154,1,0.5221892
12899,172155,0,0.038742676
12900,172156,1,0.6553652
12901,172157,0,0.41332752
12902,172158,0,0.4565409
12903,172159,1,0.81171215
12904,172160,1,0.71569186
12905,172161,1,0.6776257
12906,172162,0,0.03256624
12907,172163,1,0.56546056
12908,172164,0,0.03367161
12909,172165,1,0.83189064
12910,172166,1,0.75695926
12911,172167,0,0.112097934
12912,172168,0,0.021207672
12913,172169,0,0.035334323
12914,172170,0,0.047040667
12915,172171,1,0.8668836
12916,172172,0,0.010731734
12917,172173,1,0.6099191
12918,172174,1,0.5682868
12919,172175,1,0.5907244
12920,172176,0,0.40868342
12921,172177,1,0.8085941
12922,172178,0,0.26735902
12923,172179,1,0.7117446
12924,172180,1,0.8773686
12925,172181,0,0.16724801
12926,172182,0,0.017670931
12927,172183,1,0.7535915
12928,172184,1,0.84064597
12929,172185,1,0.58890665
12930,172186,1,0.80064505
12931,172187,1,0.5833717
12932,172188,1,0.6449142
12933,172189,0,0.1271623
12934,172190,1,0.55001646
12935,172191,1,0.98367345
12936,172192,0,0.0061201244
12937,172193,1,0.8148439
12938,172194,0,0.36262515
12939,172195,0,0.2856761
12940,172196,1,0.7838423
12941,172197,0,0.007938651
12942,172198,1,0.7564454
12943,172199,1,0.66332614
12944,172200,0,0.2197587
12945,172201,1,0.5052898
12946,172202,1,0.5358376
12947,172203,0,0.4329514
12948,172204,1,0.831671
12949,172205,0,0.38997036
12950,172206,0,0.038817223
12951,172207,1,0.61732084
12952,172208,0,0.11055131
12953,172209,1,0.8487512
12954,172210,0,0.19040829
12955,172211,1,0.64374596
12956,172212,1,0.58873916
12957,172213,1,0.5424749
12958,172214,1,0.77074707
12959,172215,1,0.61918396
12960,172216,1,0.7144214
12961,172217,0,0.1671798
12962,172218,0,0.06469895
12963,172219,0,0.07042169
12964,172220,0,0.4773295
12965,172221,1,0.7581732
12966,172222,1,0.5667225
12967,172223,0,0.30926344
12968,172224,0,0.34857923
12969,172225,0,0.020485302
12970,172226,0,0.06681271
12971,172227,0,0.4404493
12972,172228,0,0.35640347
12973,172229,0,0.4275873
12974,172230,1,0.6405141
12975,172231,1,0.5931495
12976,172232,0,0.006646346
12977,172233,0,0.008875679
12978,172234,0,0.009248362
12979,172235,0,0.47329244
12980,172236,0,0.07950369
12981,172237,0,0.13855913
12982,172238,1,0.7591013
12983,172239,1,0.8493109
12984,172240,1,0.7907917
12985,172241,0,0.15041746
12986,172242,0,0.11690808
12987,172243,0,0.47830507
12988,172244,1,0.85040057
12989,172245,0,0.005387904
12990,172246,0,0.23800212
12991,172247,0,0.24677977
12992,172248,1,0.53612876
12993,172249,0,0.017828146
12994,172250,1,0.6455495
12995,172251,0,0.0077130315
12996,172252,0,0.14630768
12997,172253,1,0.88257533
12998,172254,1,0.6398785
12999,172255,0,0.085588396
13000,172256,0,0.22412975
13001,172257,1,0.5508882
13002,172258,1,0.58711267
13003,172259,0,0.44306734
13004,172260,0,0.23489088
13005,172261,1,0.5324483
13006,172262,0,0.007245234
13007,172263,1,0.89547825
13008,172264,0,0.21376014
13009,172265,1,0.6630853
13010,172266,1,0.5789712
13011,172267,1,0.67863804
13012,172268,1,0.65287524
13013,172269,0,0.383958
13014,172270,1,0.52738243
13015,172271,1,0.578137
13016,172272,0,0.062827915
13017,172273,1,0.6262467
13018,172274,0,0.46451652
13019,172275,1,0.63148785
13020,172276,1,0.5892083
13021,172277,1,0.5032406
13022,172278,1,0.5015308
13023,172279,0,0.015431107
13024,172280,1,0.7436471
13025,172281,0,0.01225665
13026,172282,1,0.7771745
13027,172283,1,0.7894673
13028,172284,1,0.6602979
13029,172285,1,0.7143493
13030,172286,1,0.7628167
13031,172287,0,0.008085844
13032,172288,0,0.021942452
13033,172289,1,0.70857394
13034,172290,0,0.17537144
13035,172291,0,0.019301072
13036,172292,0,0.007764279
13037,172293,1,0.59278005
13038,172294,0,0.32378584
13039,172295,0,0.14347701
13040,172296,0,0.011826665
13041,172297,1,0.74131733
13042,172298,0,0.06057371
13043,172299,0,0.38665757
13044,172300,0,0.024196899
13045,172301,0,0.32604474
13046,172302,0,0.006011121
13047,172303,0,0.48452705
13048,172304,1,0.64226013
13049,172305,1,0.8257001
13050,172306,1,0.6694675
13051,172307,0,0.3087177
13052,172308,0,0.022610731
13053,172309,1,0.589062
13054,172310,0,0.489908
13055,172311,0,0.3066611
13056,172312,0,0.4844995
13057,172313,0,0.3004553
13058,172314,1,0.7693929
13059,172315,0,0.45996112
13060,172316,1,0.63091093
13061,172317,1,0.78441185
13062,172318,1,0.83247644
13063,172319,0,0.0031908993
13064,172320,0,0.027414454
13065,172321,0,0.4209453
13066,172322,1,0.7469392
13067,172323,1,0.5009629
13068,172324,0,0.006068016
13069,172325,0,0.16448182
13070,172326,0,0.008396553
13071,172327,0,0.05845899
13072,172328,1,0.61245686
13073,172329,0,0.031552695
13074,172330,0,0.19982725
13075,172331,1,0.741009
13076,172332,0,0.16570397
13077,172333,1,0.56963784
13078,172334,1,0.8541653
13079,172335,1,0.6301805
13080,172336,1,0.8544407
13081,172337,1,0.60171616
13082,172338,1,0.9083026
13083,172339,0,0.113334395
13084,172340,0,0.49897537
13085,172341,1,0.6678095
13086,172342,1,0.6710832
13087,172343,0,0.068480834
13088,172344,1,0.85872877
13089,172345,0,0.06112283
13090,172346,0,0.44292656
13091,172347,0,0.39814034
13092,172348,0,0.4813893
13093,172349,1,0.7857604
13094,172350,1,0.5030895
13095,172351,0,0.14746535
13096,172352,1,0.74117976
13097,172353,0,0.027707532
13098,172354,1,0.8534068
13099,172355,0,0.08349363
13100,172356,1,0.6844811
13101,172357,1,0.6420884
13102,172358,1,0.5714189
13103,172359,0,0.059716385
13104,172360,0,0.47768468
13105,172361,1,0.7107398
13106,172362,1,0.52009785
13107,172363,1,0.5555809
13108,172364,1,0.6713605
13109,172365,0,0.08441006
13110,172366,0,0.4134161
13111,172367,0,0.33868614
13112,172368,0,0.24324322
13113,172369,0,0.2710922
13114,172370,0,0.40790904
13115,172371,1,0.5993496
13116,172372,1,0.7932979
13117,172373,0,0.012926039
13118,172374,1,0.7791435
13119,172375,1,0.83169633
13120,172376,0,0.3872014
13121,172377,1,0.73916095
13122,172378,0,0.19642933
13123,172379,0,0.021013772
13124,172380,1,0.6853037
13125,172381,0,0.025583204
13126,172382,1,0.8420259
13127,172383,0,0.14987344
13128,172384,1,0.69224584
13129,172385,1,0.572037
13130,172386,0,0.46465886
13131,172387,0,0.21223831
13132,172388,0,0.27310166
13133,172389,1,0.65035284
13134,172390,1,0.65054035
13135,172391,0,0.13393633
13136,172392,1,0.65384156
13137,172393,0,0.20217685
13138,172394,1,0.8840298
13139,172395,0,0.0021634942
13140,172396,1,0.51643074
13141,172397,0,0.0151012745
13142,172398,1,0.8609734
13143,172399,1,0.659417
13144,172400,0,0.027002536
13145,172401,1,0.7632389
13146,172402,0,0.4908009
13147,172403,0,0.34633565
13148,172404,1,0.7917265
13149,172405,0,0.4544712
13150,172406,0,0.017105997
13151,172407,1,0.72395384
13152,172408,0,0.058048267
13153,172409,1,0.6087201
13154,172410,1,0.7047779
13155,172411,1,0.53491867
13156,172412,0,0.043998085
13157,172413,0,0.04779198
13158,172414,1,0.8988549
13159,172415,0,0.009127107
13160,172416,0,0.040420957
13161,172417,0,0.41258267
13162,172418,1,0.90185225
13163,172419,0,0.014005766
13164,172420,0,0.46199924
13165,172421,1,0.8211858
13166,172422,1,0.815304
13167,172423,0,0.20546024
13168,172424,0,0.007091196
13169,172425,0,0.020155724
13170,172426,0,0.022435198
13171,172427,1,0.52485645
13172,172428,1,0.9062624
13173,172429,1,0.64737236
13174,172430,0,0.041609757
13175,172431,1,0.90037066
13176,172432,1,0.84673685
13177,172433,0,0.1841482
13178,172434,1,0.8058021
13179,172435,1,0.7129334
13180,172436,1,0.654233
13181,172437,1,0.59072834
13182,172438,1,0.8449282
13183,172439,0,0.06507954
13184,172440,0,0.010869693
13185,172441,1,0.68142766
13186,172442,0,0.37530565
13187,172443,0,0.08664765
13188,172444,0,0.04341003
13189,172445,0,0.02561026
13190,172446,0,0.30956405
13191,172447,0,0.31641826
13192,172448,1,0.7348141
13193,172449,1,0.67122376
13194,172450,1,0.657054
13195,172451,0,0.36649904
13196,172452,1,0.9128972
13197,172453,1,0.51918525
13198,172454,1,0.89191866
13199,172455,0,0.044052314
13200,172456,1,0.724545
13201,172457,1,0.8146668
13202,172458,0,0.021364512
13203,172459,1,0.58532387
13204,172460,1,0.8087163
13205,172461,1,0.89829767
13206,172462,1,0.67445606
13207,172463,1,0.6848627
13208,172464,1,0.5239475
13209,172465,1,0.8385904
13210,172466,0,0.012954969
13211,172467,0,0.3950087
13212,172468,1,0.7046401
13213,172469,1,0.5639414
13214,172470,0,0.33224925
13215,172471,1,0.71191466
13216,172472,1,0.74941224
13217,172473,1,0.68346286
13218,172474,0,0.01442204
13219,172475,0,0.06875065
13220,172476,1,0.6513853
13221,172477,1,0.75137615
13222,172478,1,0.7955332
13223,172479,1,0.6585154
13224,172480,0,0.37409845
13225,172481,1,0.6579335
13226,172482,1,0.7922646
13227,172483,0,0.10678661
13228,172484,1,0.651126
13229,172485,0,0.051076844
13230,172486,0,0.1317898
13231,172487,0,0.0028301629
